"id","fname_c1","fname_c2","lname_c1","lname_c2","by","bm","bd"
"2678","GUENTHER","NA","GRAF","NA","1964","1","10"
"3378","CHRISTIAN","NA","FISCHER","NA","1999","12","21"
"578","LARS","NA","WERNER","NA","1968","11","12"
"2578","THOMAS","NA","SCHMIDT","NA","1960","8","31"
"5328","URSULA","NA","SAYER","NA","2003","5","13"
"4078","UWE","NA","HERRMANN","NA","1990","9","26"
"978","GUENTHER","NA","WALTER","NA","1973","7","8"
"128","CHRISTIAN","NA","MUELLER","NA","2005","12","12"
"5928","KARIN","NA","MUELLER","NA","1947","9","14"
"8628","CHRISTA","NA","RICHTER","NA","1962","7","21"
"7978","INGRID","NA","SCHMID","NA","1983","9","3"
"7778","MARTHA","NA","HOFFMANN","NA","1966","11","2"
"8828","ANNA","NA","SCHMIDT","NA","1949","1","3"
"4978","MARTIN","NA","THOMAS","NA","1958","5","28"
"4128","CHRISTIAN","NA","WAGNER","NA","1963","5","8"
"8078","CHRISTINE","NA","SCHMID","NA","1947","6","6"
"7578","MARGARETE","MARIANNE","FISCHER","NA","1958","1","12"
"4878","BERND","NA","HARTMANN","NA","1942","9","22"
"7278","ERIKA","INGRID","LEHMANN","NA","1963","1","29"
"7478","GISELA","NA","HOFFQANN","NA","2004","2","23"
"2228","DIRK","NA","SCHNEIDER","NA","1966","11","25"
"4278","KLAUS","NA","SCHMITT","KOEHLER","1958","6","14"
"4678","UWE","NA","HERRMANN","NA","1959","2","4"
"4328","KLAUS","NA","MAYER","NA","2006","2","21"
"9478","CHRISTINE","NA","WEBER","NA","1944","12","2"
"2128","PETER","NA","KOEHLER","NA","1959","12","22"
"9328","CHRISTINE","NA","SCHWARZ","NA","1930","5","31"
"7378","CLAUDIA","MONIKA","HERRMANN","NA","1985","6","23"
"5728","INGRID","NA","SCHUMACHER","NA","1970","4","27"
"4728","ANDRE","NA","SCHREIBER","NA","2008","9","23"
"2878","GERHARD","NA","KOCH","NA","1997","3","9"
"4528","HORST","NA","SCHMIDT","NA","1970","12","9"
"5528","BIRGIT","NA","KRAUSE","NA","1969","2","11"
"8328","BRIGITTE","NA","SCHNEIDER","NA","2000","8","6"
"9728","SABINE","URSULA","PETERS","NA","1935","10","25"
"3978","GUENTHER","NA","BECKER","NA","1935","6","24"
"4478","STEFRAN","NA","HEINRICH","NA","1996","12","4"
"8928","ERNA","NA","BECKER","NA","1973","10","31"
"7678","GERTRUD","NA","HARTMANN","NA","2004","7","3"
"8478","BARBARA","NA","WEBER","WEBER","2008","9","7"
"3878","ANDRE","NA","KOEHLER","NA","2001","1","20"
"9928","GABRIELE","NA","FRIEDRICH","NA","1969","7","31"
"8678","ILSE","NA","VOIGT","NA","1979","8","27"
"4928","RALF","NA","HOFFMANN","NA","1983","4","21"
"1628","JENS","NA","HOFFMANN","NA","1947","1","3"
"3678","KLAUS","NA","MOELKER","NA","1975","3","7"
"8528","SABINE","NA","HOFMANN","NA","1949","6","8"
"678","GERD","NA","LANG","NA","1933","12","20"
"4828","JENS","NA","SCHMIDT","NA","1928","9","3"
"1528","MANFRED","NA","VOIGT","NA","1968","7","30"
"5178","MARTINA","NA","RICHTER","NA","1967","1","29"
"478","JAN","NA","MUELLER","NA","1988","3","20"
"278","MICHAEL","NA","MUELLER","NA","1975","3","9"
"1378","ALEXANDER","NA","HARTMANN","NA","2000","11","8"
"6978","SUSANNE","NA","MUELLER","NA","1988","11","19"
"5028","MONIKA","NA","MEYER","NA","1939","1","2"
"878","MARKUS","NA","FUCHS","NA","1977","8","2"
"4028","HELMUT","NA","DIETRKICH","NA","1971","5","11"
"1278","HANSS","NA","SCHREIBER","NA","2008","11","27"
"6578","BIRGIT","KARIN","MAIER","NA","1955","8","6"
"3128","WERNER","NA","WAGNER","NA","1960","2","11"
"9628","GERDA","NA","SCHNEIDER","NA","1954","8","30"
"2628","ANDREAS","NA","KOEHLER","NA","1977","11","4"
"9228","KARINW","NA","JUNG","NA","1954","6","13"
"1128","THOMAS","NA","MEYER","NA","1943","3","21"
"9578","ELKE","NA","WEBER","NA","1944","6","30"
"2078","MICHAEL","NA","PETERS","NA","1937","9","12"
"3028","HELMUT","NA","BERGER","SCHAEFER","1964","7","31"
"6678","SILVIA","NA","SCHAEFER","NA","1943","2","5"
"9028","MARTHA","NA","KOCH","NA","1925","11","5"
"9778","ELISABIETH","NA","MUELLER","NA","1947","8","20"
"4578","CARSTEN","NA","FRIEDRICH","NA","1934","11","15"
"7928","CHRISTA","NA","LEHMANN","NA","1959","9","30"
"5828","HELGA","NA","HERRMANN","NA","1952","3","15"
"4428","UWE","NA","LANGE","NA","1978","12","24"
"8378","BIRGIT","NA","MUELLER","NA","1933","1","13"
"7828","SUSANNE","NA","HORN","NA","1956","6","9"
"9428","BARBARA","NA","SCHUHERT","NA","2004","8","6"
"3228","GUENTHER","NA","MUELLER","NA","1944","1","7"
"9378","BIRGIT","NA","SCHWARZ","NA","1975","2","6"
"5428","HELGA","NA","SCHNEIDER","NA","1968","6","27"
"7528","ELFRIEDE","NA","SCHMIDT","NA","1929","11","12"
"6278","ELISABETH","NA","THOMAS","NA","1986","1","17"
"4178","RALF","NA","WEISS","NA","1930","7","27"
"2178","HELMUT","ANDREAS","PFEIFFER","NA","1952","5","13"
"7428","HELGA","NA","WINTER","NA","1942","4","10"
"1928","MATTHIAS","NA","SCHULZ","NA","1983","11","19"
"2278","GUENTHER","NA","MEYER","NA","1969","4","16"
"2778","ROLF","NA","BECKER","NA","1928","1","3"
"1778","ANDREAS","NA","SCHMITT","NA","1986","11","28"
"6178","IRMGARD","NA","JUNG","NA","1956","6","18"
"3328","JAN","NA","SCHMITT","NA","1969","7","17"
"3428","PETER","NA","HEINRICH","NA","1927","5","15"
"9178","MARGARETE","NA","HOFFMANN","NA","1964","3","26"
"3528","ALFRED","NA","SCHROEDER","NA","1961","6","14"
"8178","URSULA","NA","SCHULZE","NA","1966","10","25"
"6828","GISELA","NA","SCHMID","NA","1912","6","17"
"6728","CHRISTINE","NA","SCHMIDT","NA","1955","10","2"
"9828","JUTTA","NA","OTTO","NA","1950","2","7"
"5578","ANKE","NA","KRAUSE","NA","1980","1","22"
"7028","BAERBEL","NA","FISCHER","NA","1976","8","4"
"8578","STEFANIE","NA","FISCHER","NA","1963","12","4"
"6928","HELGA","NA","SCHNEIDER","NA","1959","11","22"
"5678","CHRISTA","NA","HARTMANN","NA","2001","11","11"
"3778","KURT","NA","JUNG","NA","1987","7","13"
"5478","SUSANNE","NA","FRANK","NA","1939","5","12"
"3578","HEIKO","NA","SIMON","NA","1932","10","8"
"5778","BRIGITTE","NA","KOCH","NA","2002","6","28"
"8978","MARGARETE","NA","KOEHLER","NA","1984","5","29"
"5078","KARIN","NA","SCHREIBER","NA","1977","7","28"
"8778","ANNA","NA","BECKER","NA","1966","10","10"
"778","JAN","NA","RICHTER","NA","2003","10","27"
"378","KLAUS","NA","FISCHER","NA","1988","1","16"
"7128","RENATE","NA","FISCHER","NA","1961","5","11"
"5978","GERDA","NA","ALBRECHT","NA","1956","2","17"
"5878","CHRISTA","NA","KOERTIG","NA","1960","2","12"
"1028","BERND","NA","GRAF","NA","1946","6","17"
"5278","INGRID","NA","SCHMITT","NA","1983","10","9"
"9678","STEFANIE","NA","KRAUS","NA","1979","8","28"
"2728","MANFRED","HANS","PETERS","NA","1987","5","25"
"3178","STEFAN","NA","SCHMIDT","NA","1950","9","22"
"2528","CHRISTIAN","NA","SCHMIDT","NA","1945","5","19"
"1228","WOLFGAZNG","NA","NEUMANN","NA","1940","8","27"
"9128","ANJA","NA","KLEIN","NA","1980","8","19"
"3078","VOLKER","NA","HEINRICH","NA","1943","1","29"
"2028","CHRISTIAN","NA","SCHMIDT","NA","1964","11","25"
"9528","BAERBEL","NA","SCHMIDT","NA","1966","4","24"
"2928","JENS","NA","SCHNEIDER","NA","1928","7","27"
"6628","ANNA","NA","ENGEL","NA","1942","12","20"
"9278","ANDREA","KARIN","KOH","NA","1980","12","5"
"1878","MATTHIAS","NA","MUELLER","NA","1969","6","14"
"6028","HELGA","NA","KRAUSE","NA","1971","12","22"
"1678","ANDREAS","NA","KLEIN","NA","1924","7","15"
"6328","CHRISTA","NA","GUENTHER","NA","1959","10","2"
"6528","GABRIELE","NA","NEUMANN","NA","1954","11","15"
"6128","MONIKA","INGRID","HOFFMANN","NA","1959","4","16"
"6228","INGRID","NA","BAUER","NA","1929","6","24"
"1479","MATTHIAS","NA","KRAEMER","NA","1983","12","26"
"3479","KLAUS","NA","BERGER","NA","1999","9","28"
"1579","STEFAN","NA","MEYER","NA","2000","8","26"
"8278","MARION","NA","MUELLER","NA","1971","10","23"
"3729","THOMAS","NA","FRANKE","NA","1935","7","2"
"3279","UWE","NA","NEUMANN","NA","1947","5","19"
"3929","RICHARD","NA","KLEIN","NA","1992","9","26"
"1729","WOLFGANG","NA","KRUEGER","NA","1926","3","16"
"1979","MICHAEL","NA","SCHNEIDER","NA","1982","4","12"
"6428","MARTINA","NA","SCHAEFER","NA","2004","4","10"
"8879","ERNA","NA","NEUMANN","NA","1952","2","15"
"5229","HEIKE","NA","KRAUSE","NA","1966","5","15"
"1829","HELMUT","NA","MUELLER","NA","1994","2","21"
"1329","WERNER","NA","SCHNIDT","NA","1956","10","8"
"2329","KLAUS","NA","KRAUSE","NA","1990","10","10"
"8029","ANKE","NA","MAIER","NA","2008","11","20"
"2429","RAINER","NA","FISCHER","NA","1954","1","19"
"7879","BARBARA","NA","SEIDEL","NA","1960","7","22"
"29","ANDREAS","NA","WALTER","NA","1954","11","6"
"929","JUERGEQN","NA","MUELLER","NA","1964","5","24"
"6879","MARIA","NA","MUELLER","NA","1981","7","13"
"7179","STEFANIE","NA","SCHMIDT","NA","1972","7","23"
"8729","KARIN","NA","MEYER","NA","1962","11","6"
"1079","RAINER","NA","WAGNER","NA","1962","7","21"
"6779","PEGTRA","NA","SCHUSTER","NA","1940","6","19"
"7079","ANDREA","NA","FRANK","NA","1969","9","3"
"1429","MATTHIAS","KLAUS","ALBRECHT","NA","1979","4","26"
"4779","ANDREAS","GERD","SCHOLZ","NA","1964","6","21"
"1179","JENS","NA","HOFFMANN","NA","1926","9","7"
"829","JAN","NA","POHL","NA","1999","1","3"
"7229","MARTHA","NA","KRAUS","NA","1980","1","11"
"4229","WOLFGANG","NA","SCHNEIDER","NA","1998","1","30"
"6379","RENATE","NA","BERGER","NA","1996","11","15"
"179","ANDRE","NA","FRANKE","NA","2007","6","23"
"729","ANDREAS","NA","KRAUS","NA","1967","11","27"
"7629","GERTRUD","GERTRUD","LUDWIG","NA","1998","12","8"
"7329","CLAUDIA","NA","FRIEDRICH","NA","1938","7","25"
"9879","PETRA","NA","MAIER","NA","1957","8","14"
"7729","GABRIELE","NA","SCHMBDT","NA","1938","6","13"
"9979","INGRID","NA","SCHWARZ","NA","1967","11","27"
"629","ERICH","NA","RICHTER","NA","1997","1","30"
"6479","INGRID","NA","BRAUN","NA","1945","5","30"
"2979","KLAUS","NA","WINTER","NA","1981","11","24"
"8429","URSULA","NA","SCHAEFER","NA","1929","6","17"
"329","STEFAN","NA","HUBER","NA","1933","5","27"
"5629","MONIKA","NA","KRAEMER","NA","1993","2","18"
"229","PETER","NA","KOERTIG","NA","1991","4","27"
"6079","JOHANNA","NA","KRAEMER","NA","1987","7","4"
"429","HEINZ","NA","SCHWARZ","NA","1968","9","30"
"2829","THOMAS","NA","MUELLER","NA","1985","9","13"
"4379","WERNER","NA","MUELLER","NA","1968","4","12"
"4629","GUENTHER","NA","MUELLER","NA","2003","9","2"
"8229","JUTTA","NA","SCHMIDT","NA","1932","5","17"
"3629","BERND","NA","KLEIN","NA","2006","11","12"
"529","KLAUS","NA","SEIDEL","NA","1979","8","21"
"2379","WALTER","NA","HUBER","NA","1965","9","11"
"9079","HELGA","NA","SCHNEIDER","NA","1934","8","6"
"79","HORST","THOMAS","SCHROEDER","NA","1936","5","10"
"5129","BIRGIT","NA","BECKER","NA","1953","8","1"
"3829","WILLI","NA","OTTO","NA","2004","10","28"
"2679","THOMAS","STEFAN","KRAUSE","NA","1976","12","6"
"2479","ALEXANDER","NA","HOFFMANN","NA","1967","11","25"
"5329","CHRISTA","NA","KRUEGER","NA","1986","2","10"
"3379","JOACHIM","NA","WOLF","NA","1936","7","30"
"979","AXEML","NA","KLEIN","NA","1960","9","10"
"4079","HEINRICH","NA","SCHMIDT","NA","1990","6","27"
"2579","ANDREAS","NA","SIMON","NA","1947","7","22"
"579","UWE","NA","SIMON","NA","1959","2","3"
"5929","KARIN","NA","KRAUSE","NA","1938","4","5"
"129","BERND","NA","SCHMID","NA","1957","1","28"
"7979","URSGULA","RENATE","SCHROEDER","NA","1956","2","22"
"8629","CHRISTA","NA","WALTER","NA","1964","2","25"
"7779","UTE","NA","SCHMITT","NA","1983","12","23"
"8829","CHRISTDINE","NA","LUDWIG","NA","1950","6","25"
"4979","STEFAN","NA","FUCHS","NA","1997","4","26"
"7579","MARIANNE","NA","BAUMANN","NA","1926","8","26"
"8079","ANNA","NA","KAISER","NA","1984","11","8"
"4879","ALEXANDER","ANDREAS","THOMAS","NA","1924","12","16"
"7479","KARIN","NA","BAUER","NA","1934","5","16"
"4129","CARSTEN","KLAUS","ZIMMERMANN","NA","1956","1","10"
"2229","HELMUT","NA","HERRMANN","NA","1928","1","26"
"7279","ELKE","NA","SCHROEDER","NA","1940","8","17"
"2129","RALF","NA","HEINRICH","NA","1939","4","19"
"4329","JUERGEN","NA","ZIMMERMANN","NA","1975","10","20"
"9479","KATHRIN","NA","KOERTIG","NA","2008","6","29"
"7379","CHRISTINA","NA","MARTIN","NA","1994","6","3"
"4679","ULRICH","NA","MEYER","NA","1987","11","9"
"2879","WERNER","NA","LORENZ","NA","1956","4","8"
"9329","ROSEMARIE","NA","NEUMANN","NA","1958","7","16"
"5729","SUSANNE","NA","SCHULZE","NA","1944","3","10"
"8329","ERIKA","NA","SCHWWRZ","NA","1991","8","9"
"4729","THOMAS","NA","BERGER","NA","1977","7","6"
"4479","WOLFGANG","NA","DIETRICH","NA","1986","9","3"
"4279","FRANK","CHRISTIAN","FRANK","NA","1951","7","30"
"8479","ANJA","NA","SCHROEDER","NA","1967","10","4"
"5529","URSWULA","NA","ALBRECHT","NA","1986","7","10"
"3979","JOHANNES","NA","GRAF","NA","1980","9","29"
"4529","JOERN","NA","ROTH","NA","1994","8","13"
"7679","SUSANNE","NA","WEBER","NA","1927","12","12"
"9729","CHRISTINA","BRIGITTE","RICHTER","NA","1935","3","11"
"3879","HELMMUT","NA","WINTER","NA","1967","1","26"
"9929","MARLIS","NA","ERNST","NA","1951","11","26"
"8929","ELKE","NA","FISCHER","NA","1932","5","15"
"1629","WOLFGANG","NA","WEBER","NA","1976","1","7"
"4929","MATTHIAS","NA","MUELLER","NA","2006","12","26"
"8529","RENATE","NA","MUELLER","NA","1936","3","27"
"3679","KURT","NA","KLEIN","NA","1949","11","21"
"1529","HERBERT","NA","SCHULZ","NA","1979","12","14"
"5179","KARIN","NA","BAUER","NA","1966","1","18"
"4829","ALEXANDER","NA","RICHTER","NA","1969","7","26"
"679","HELMUT","NA","WINTER","NA","1979","5","15"
"479","MAIK","NA","SCHULZE","NA","1961","1","15"
"1379","OLIVER","NA","LANGE","NA","1955","3","26"
"5029","MARIANNE","NA","BAUMANN","NA","1976","8","26"
"879","ANDREAS","NA","MUELLER","NA","1992","4","3"
"279","MANFRED","NA","HUBER","NA","1933","1","23"
"6979","CLAUDIA","NA","VOGT","SCHMIDT","2004","12","2"
"8679","SABINE","NA","BECKER","NA","1968","5","1"
"1279","OLIVER","NA","MUELLER","NA","1946","4","6"
"4029","HOLGER","NA","FISCHER","NA","2004","12","16"
"9629","SABINE","NA","SCHUBERT","NA","1962","8","5"
"3129","PETER","NA","MEIER","NA","1948","6","16"
"6579","RENATE","NA","MEYER","NA","1954","8","15"
"3029","MARTIN","NA","SCHNEIDER","NA","1943","8","25"
"2629","UWE","NA","LAWGE","NA","1940","1","23"
"1129","CARSTEN","NA","SCHNEIDER","NA","1944","12","21"
"6679","STEFANIE","NA","SCHULZ","NA","1930","8","12"
"4579","GUENTHER","NA","JAEGER","NA","1933","11","8"
"4429","GERHARD","NA","SCHMITT","NA","1938","3","4"
"7829","BARBARA","NA","MAIER","NA","1976","12","26"
"9579","MARIANNE","NA","KRAUS","NA","1978","2","27"
"7929","RENATE","NA","FISCHER","NA","1970","3","21"
"9029","INGE","NA","KOWH","NA","1936","4","21"
"9429","CLAUNDIA","NA","SCHROEDER","NA","1989","8","31"
"8379","CHRISTINA","ANNA","FRANKE","NA","1997","8","13"
"5829","ANGELA","NA","KAISER","NA","1986","10","25"
"3229","DIETER","NA","MEYER","NA","1954","6","19"
"1779","THOMAS","NA","SCHUSTER","NA","2001","3","11"
"5429","KATHRIN","NA","NEUMANN","NA","1996","12","2"
"7529","SABINE","NA","WOLFF","NA","1927","11","10"
"6279","ILSE","NA","SCHMIDT","NA","1926","6","9"
"4179","GUENTHER","NA","SCHMID","NA","1926","7","28"
"2179","DIETER","NA","MEYER","NA","1991","11","2"
"9379","HELXENE","NA","SCHMIDT","NA","1983","10","22"
"2279","MARK","NA","HUBER","NA","1954","12","30"
"2779","WOLFGANG","MANFRED","SAUER","NA","1969","9","15"
"7429","MONIKA","NA","FRANKE","NA","1924","7","1"
"3329","HORST","NA","WINKLER","NA","1999","7","2"
"1929","TOBIAS","NA","WINTER","NA","1925","3","20"
"3429","CHRISTOPH","NA","NEUMANN","NA","1991","7","16"
"6179","STEFANIE","NA","SCHMID","NA","1957","7","12"
"9179","MONIKA","NA","FISCHER","NA","1942","4","26"
"3529","JOHANNES","NA","NEUMANN","NA","1951","11","2"
"8179","SABINE","KARIN","WEBER","NA","1959","11","14"
"5579","RENATE","NA","SCHMIDT","NA","1929","10","3"
"6829","ANJA","NA","MUELLER","NA","1940","5","9"
"6729","URSULA","NA","WAGNER","NA","1974","2","16"
"5479","HELGA","NA","WOLF","NA","1988","10","26"
"9829","LIESELOTTE","NA","NEUMANN","NA","1954","11","30"
"3779","ALEXANDER","NA","MEYER","NA","1960","9","29"
"5679","SIGRID","NA","SCHMITT","NA","1974","8","29"
"6929","CHRISTEL","NA","BECK","NA","1946","4","21"
"3579","ANDREAS","NA","JAEGER","NA","1936","7","13"
"9229","PETRA","NA","PETERS","NA","1953","5","26"
"2079","MANFRED","NA","BUSCH","NA","1979","8","6"
"5079","IRMGARD","NA","BERGER","NA","1972","5","20"
"9779","RENATE","NA","MEYER","NA","1965","4","16"
"5779","RENATE","NA","SCHMIDT","NA","1999","7","21"
"8579","HANNELORE","NA","ZIEGLRR","NA","1999","2","4"
"8979","ANDREA","NA","GROSS","NA","1985","5","15"
"779","ERICH","NA","WEBER","NA","1937","4","19"
"8779","CHRISTINA","NA","STEIN","NA","1938","2","9"
"3179","JOERG","NA","SCHOLZ","NA","1935","5","5"
"5979","BRITTA","NA","NEUMANN","NA","1938","11","16"
"379","NILS","NA","LEHMANN","NA","1948","8","29"
"7129","SABINE","NA","LANGE","NA","1953","1","26"
"5879","GABRIELE","NA","LANGE","NA","1933","7","22"
"7029","GERDA","NA","MUELLER","NA","1973","12","27"
"5279","SILVIA","NA","SCHNEIDER","NA","1986","8","1"
"5379","NICOLE","NA","BECK","NA","1962","1","27"
"1029","KURT","NA","BUSCH","NA","1992","11","25"
"9129","BRIGITTE","NA","MUELLER","NA","1988","3","21"
"2729","SVEN","NA","ROTH","NA","1957","2","20"
"9679","BIRGIT","NA","SCHULZE","NA","1935","4","12"
"2029","WALTER","NA","SCHROEDER","NA","1933","6","2"
"2929","WALTER","NA","BERGER","NA","1924","5","25"
"6629","PETRA","NA","WEBER","NA","1948","10","26"
"2529","STEFAN","NA","KOERTIG","NA","1981","10","8"
"1879","MARTINL","NA","WOLF","NA","1953","10","18"
"6029","ANNA","NA","SCHMIDT","NA","1997","1","16"
"8129","MONIKA","NA","THOMAS","NA","1961","6","10"
"9279","UTE","NA","GROSS","NA","1932","5","12"
"6229","MONIKA","NA","VOGT","NA","1931","2","28"
"6529","ELKE","NA","WEISS","NA","1978","4","30"
"1679","JENDS","NA","SCHMIDTT","NA","1960","9","13"
"6329","URSULA","NA","SCHOLZ","NA","1960","2","14"
"1229","JAN","NA","LANG","NA","1968","11","7"
"9529","MARIA","NA","BRAUN","NA","1971","3","1"
"6429","PETRA","NA","WEISS","NA","1969","3","5"
"3079","MARK","NA","POHL","NA","1993","11","29"
"6129","KARIN","NA","KRUS","NA","1953","2","2"
"8279","ERIKA","NA","MOELLER","NA","1953","10","2"
"8880","SIGRID","NA","RICHTER","NA","1980","8","6"
"5230","MONIKA","NA","KRAUS","NA","1970","9","17"
"3280","WILLI","NA","MEYER","NA","2001","10","29"
"1580","JAN","NA","BERGER","NA","1975","6","26"
"3080","BERND","NA","SCHULZ","NA","1953","10","14"
"330","WILHELM","NA","SCHMIDT","NA","1952","5","15"
"1480","DANIEL","NA","SCHMKDT","NA","1964","11","15"
"6780","ANNA","NA","WEBER","NA","1985","11","17"
"530","ANDRE","NA","FISCHER","NA","1976","8","29"
"3480","ERNST","NA","SCHUBERT","NA","1975","1","30"
"930","MICHAEL","NA","SCHMIDT","NA","1984","7","8"
"1080","GERD","NA","RICHTER","NA","1937","11","12"
"1180","MARTIN","NA","SCHULZ","NA","1927","2","15"
"8730","MARION","NA","SCHAEFER","NA","1966","6","22"
"6880","CHRISTINE","NA","SCHROEDER","NA","1932","2","4"
"7480","STEFANIE","NA","DIETRICH","NA","1999","7","11"
"1980","ALEXANDER","HORST","SAUER","NA","1939","3","5"
"30","KURT","NA","SCHMITT","NA","1968","12","22"
"7880","MARTINA","NA","HUBER","NA","1925","3","21"
"1330","KARL","NA","WEBER","NA","2000","5","2"
"2330","FRANK","NA","JAEGER","SCHUMACHER","1966","6","26"
"2430","MATTHIAS","NA","BECKER","NA","1959","8","5"
"730","KURT","NA","RICHTER","NA","1999","7","14"
"6080","UTE","NA","KAISER","NA","2008","7","1"
"9980","RENATE","NA","ZIEGLER","NA","1984","6","12"
"9880","ANGELA","NA","MUELLER","NA","1942","5","26"
"7730","STEFANIE","NA","LUDWIG","NA","1961","8","3"
"8030","ANNA","NA","SOMMER","NA","1981","6","8"
"1430","CARSTEN","NA","KRAEMER","NA","1961","12","12"
"2980","FRANK","NA","PETERS","NA","1990","6","1"
"7630","PETRA","NA","KRAUS","NA","1947","12","28"
"7330","PETRA","NA","WAGNER","NA","1940","11","1"
"4230","CHRISTIAN","NA","FISCEHR","NA","1999","12","21"
"7180","KARIN","BIRHIT","KELLER","NA","1941","2","28"
"2830","PHILIPP","NA","RICHTER","NA","1933","5","10"
"4780","MICHAEL","MAIK","MUELLER","NA","1988","6","18"
"3730","PETER","NA","MUELLER","NA","1965","1","8"
"7230","RUTH","NA","LUDWIG","NA","1994","11","19"
"4380","CHRISTIAN","NA","MUELLER","NA","1966","10","4"
"8230","UTE","NA","MUELLER","NA","1977","6","16"
"4630","CHRISTIAN","NA","SCHOLZ","NA","1986","9","1"
"3830","WALTER","NA","BAUER","NA","1959","2","11"
"1830","BERND","NA","MUELLER","NA","2008","2","7"
"5630","INGEBORG","NA","BERGER","NA","1960","1","12"
"9180","BARBARA","NA","HOFFMANN","NA","1941","2","17"
"180","JOACHIM","NA","BRAUN","NA","1943","12","27"
"6480","SABINE","NA","KRAUS","NA","2003","1","23"
"6380","PETRA","SABINE","MEYER","NA","1962","10","5"
"3930","WOLFGANG","NA","KOEHLER","NA","1925","4","23"
"8430","BRIGITTE","NA","WINTER","NA","1983","5","16"
"2580","MANFRED","NA","LEHMANN","NA","1952","1","10"
"5330","BARBARA","NA","MEYER","NA","1968","6","13"
"980","PAUL","NA","MUELLER","NA","1957","10","15"
"2680","ANDREAS","NA","BECK","NA","2000","3","7"
"3380","BERND","NA","ZIMMERMANN","NA","1993","4","28"
"2480","WERNER","NA","WERNER","NA","1962","1","6"
"430","GERHARD","WERNER","SCHULZ","NA","1937","10","20"
"80","THORSTEN","NA","MAYER","NA","1993","9","18"
"5130","RENATE","NA","KOCH","NA","1959","1","19"
"2380","CHRISTIAN","NA","NEUMANN","NA","1935","5","10"
"830","MARKUS","NA","BAUER","NA","1949","1","12"
"580","STEFAN","NA","WINKLER","NA","1969","7","8"
"7580","CHRISTINE","NA","MUELLER","NA","1937","7","18"
"7780","BRIGITTE","NA","KRUEGER","NA","2002","3","28"
"8830","RENATE","NA","SCHMIDT","NA","1970","6","28"
"4980","HEINRICH","NA","VOGT","NA","1938","7","30"
"8630","KATHRIN","NA","FUCHS","NA","2002","12","19"
"4080","JOACHIJM","NA","SCHREIBER","NA","1953","2","10"
"7380","ANNA","NA","MUELLER","NA","1952","12","18"
"9480","ANGELA","NA","HOFMANN","NA","1991","11","27"
"9580","CHRISTINA","NA","MUELLER","NA","1961","11","5"
"7980","BRIGITTE","NA","SCHROEDER","NA","1936","5","1"
"4330","MARTIN","NA","BERGMANN","NA","1992","8","30"
"2130","REINHARD","NA","FUCHS","NA","1948","11","20"
"2880","JOERG","NA","KOERTIG","NA","1941","10","4"
"4680","BJOERN","NA","HEINRICH","NA","1988","3","7"
"4730","JUERGEN","NA","SCHULZ","NA","1947","7","24"
"4130","GUENTHER","HANS","SCHULZ","NA","1931","9","8"
"130","HEINRICH","CHRISTIAN","STEIN","NA","1946","6","29"
"8480","ELISABETH","NA","SCHNEIDER","NA","1966","10","24"
"4880","THOMAS","NA","LANGE","NA","1935","9","7"
"7080","KARIN","SILVIA","WEBER","NA","1946","8","11"
"2230","PETER","NA","FRANK","NA","1990","7","1"
"4480","ULRICH","NA","PETERS","NA","1955","7","19"
"3980","WERNER","FRANK","KUEHN","NA","1979","7","20"
"4530","UWE","NA","NEUMANN","NA","1962","1","20"
"8080","ERNA","NA","WEBER","NA","1966","6","2"
"5530","RUTH","NA","SCHMIDT","NA","1979","4","29"
"9080","BIRGIT","NA","WAGNER","NA","1938","11","9"
"9730","ANDREA","NA","HOFFMANN","NA","1967","8","13"
"9330","URSULA","NA","FISCHER","NA","1946","7","22"
"5730","GISELA","NA","MEYER","NA","2007","9","19"
"8530","CHRISTA","NA","FRANK","NA","1958","4","10"
"3680","BERND","NA","POHL","NA","1992","1","22"
"280","VOLKER","NA","SCHOLZ","NA","1976","9","8"
"8930","GISELA","NA","MEIER","NA","1973","2","9"
"4280","JENS","MARTIN","MUELLER","NA","1942","9","3"
"7680","BIRGIT","NA","PETERS","NA","1968","11","30"
"9930","ELKE","NA","MAIER","NA","2002","8","5"
"3880","REINHARD","NA","MUELLER","NA","1997","4","11"
"480","FRANK","NA","LEHMANN","NA","1952","8","18"
"8330","CHRISTA","NA","SCHUBERT","NA","1967","9","8"
"880","HORST","NA","SCHUBERT","NA","1934","10","4"
"680","HEINZ","NA","KUHN","NA","1950","4","7"
"1280","HANS","NA","SCHREIBER","NA","2008","11","27"
"8680","ILSVE","NA","SCHOLZ","NA","1949","7","21"
"7280","INGEBORG","NA","OTTO","NA","1971","1","12"
"5030","ANGELA","NA","BECKER","NA","1950","9","30"
"4030","HELMUT","DIRK","FRANKE","NA","1972","10","15"
"5830","UTE","NA","WOLF","NA","2004","5","17"
"4830","MANFRED","NA","STEIN","NA","1944","9","6"
"6980","MANUELA","NA","BUSCH","NA","1907","3","5"
"4930","THORSWTEN","NA","SCHNEIDER","NA","1942","2","28"
"1380","WERNER","NA","SCHNEIDER","NA","1958","5","2"
"9430","ULRIKE","NA","FISCHER","NA","1995","10","10"
"5930","BRIGITETE","IRMGARD","ZIMMERMANN","NA","1954","12","10"
"6180","BRIGITTE","NA","SIMON","NA","2096","8","16"
"7830","GERTRUD","MARION","VOGT","NA","1954","3","22"
