                          Output from Link Plus Version 2.0 Sun Dec 27 03:27:32 2015

C:\RegPlus\LinkPlus\Configuration\rRLdata10000.cfg
Data = C:\RegPlus\LinkPlus\data\RLdata10000c.csv
Number of Records = 10000

                                             Linking Process
Direct method is employed
Cutoff Value=10.0

Field for Blocking
dummy

                                         Matching Parameters
           Matching Field   m-prob   u-prob      agree   disagree     matching method
                 fname_c1  0.96000  0.00956    4.19604   -2.92121           first name
                 fname_c2  0.96000  0.86719    0.09254   -1.09229           first name
                 lname_c1  0.97000  0.01723    3.66885   -3.17599            last name
                 lname_c2  0.97000  0.97000    0.00000    0.00000            last name
                       bd  0.95000  0.03268    3.06731   -2.69659       generic string
                       bm  0.95000  0.08309    2.21787   -2.64788       generic string
                       by  0.95000  0.01263    3.93276   -2.71527       generic string
Cutoff Value=10.0

m-prob: The probability that a matching variable agrees given that the comparison pair being examined is a match
u-prob: The probability that a matching variable agrees given that comparison pair being examined as a non-match
agree: The agreement weight assigned for an agreement on a given matching variable
disagree: The disagreement weight assigned for a disagreement on a given matching variable
matching method: The method used for computing the weight on a given matching variable.

                                                Match Report
Sorted by score descently (higher score, higher likelihood of being a matched pair)
                                   Number of Matched Pairs =     898

Linkage ID	Set ID	Record #	   id	  fname_c1	  fname_c2	   lname_c1	  lname_c2	bd	bm	  by	 Class	 Score
       262	   636	    7235	 7235	    HELENE	        NA	    SCHMITT	        NA	 6	12	1947		
       262	   636	    7320	 7320	    HELENE	        NA	    SCHMITT	        NA	 6	12	1948	     0	  14.2

       263	   138	    5046	 5046	  WALTRAUD	        NA	   HERRMANN	        NA	17	 4	1992		
       263	   138	    9857	 9857	  WALTRAUD	        NA	   HERRMANN	        NA	17	12	1992	     0	  14.2

       264	   634	    7164	 7164	      INGE	        NA	    SCHMIST	        NA	13	 8	1993		
       264	   634	    8233	 8233	      INGE	        NA	    SCHMIDT	        NA	13	 8	1993	     0	  14.2

       265	   633	    5025	 5025	 HILDEGARD	        NA	    WINKKER	        NA	14	 2	1964		
       265	   633	    7966	 7966	 HILDEGARD	        NA	    WINKLER	        NA	14	 2	1964	     0	  14.1

       266	   632	    6017	 6017	 CHRISTINE	        NA	    SCHWSRZ	        NA	31	 5	1930		
       266	   632	    9328	 9328	 CHRISTINE	        NA	    SCHWARZ	        NA	31	 5	1930	     0	  14.1

       267	   318	    7433	 7433	 CHRISTINE	        NA	    MUEKLER	        NA	18	 7	1937		
       267	   318	    7580	 7580	 CHRISTINE	        NA	    MUELLER	        NA	18	 7	1937	     0	  14.1

       268	   630	     908	  908	    RAINER	        NA	      POUHL	        NA	24	10	1971		
       268	   630	    1444	 1444	    RAINER	        NA	       POHL	        NA	24	10	1971	     0	  14.1

       269	   629	    9070	 9070	    RENATE	        NA	   SCHWADRZ	        NA	28	12	1962		
       269	   629	    9570	 9570	    RENATE	        NA	    SCHWARZ	        NA	28	12	1962	     0	  14.1

       270	   628	    6366	 6366	    MARION	        NA	      STEIN	        NA	18	 2	1989		
       270	   628	    7295	 7295	    MARION	        NA	      STEIN	        NA	18	 7	1989	     0	  14.0

       271	   627	    7895	 7895	     MARIA	 ELISABETH	      HUBER	        NA	26	 6	1996		
       271	   627	    9672	 9672	    MARIAK	 ELISABETH	      HUBER	        NA	26	 6	1996	     0	  14.0

       272	   626	    6701	 6701	    URSULA	        NA	    WINTEHR	        NA	23	11	1944		
       272	   626	    7698	 7698	    URSULA	        NA	     WINTER	        NA	23	11	1944	     0	  14.0

       273	   625	    2574	 2574	     GEORG	        NA	      SIMON	        NA	14	10	1954		
       273	   625	    4237	 4237	     GEORG	        NA	      SIMON	        NA	20	10	1967	     0	  14.0

       274	   624	     170	  170	    OLIVER	        NA	    MUELLRR	        NA	19	 8	1949		
       274	   624	    3286	 3286	    OLIVER	        NA	    MUELLER	        NA	19	 8	1949	     0	  14.0

       275	   623	    9111	 9111	    MARTHA	        NA	    SCHNIDT	        NA	15	 7	1975		
       275	   623	    9382	 9382	    MARTHA	        NA	    SCHMIDT	        NA	15	 7	1925	     0	  14.0

       276	   622	     593	  593	 SIEGFRIED	        NA	      BRAUN	        NA	10	 6	1991		
       276	   622	    4734	 4734	 SIEGFRIED	        NA	     BRAUVN	        NA	10	 6	1991	     0	  14.0

       277	   621	     486	  486	       JAN	        NA	      WOLFF	        NA	17	 9	2008		
       277	   621	    2044	 2044	       JAN	        NA	      WOLFF	        NA	17	 4	2008	     0	  14.0

       278	   620	     363	  363	   FLORIAN	        NA	      MEIER	        NA	 9	 1	2002		
       278	   620	    1924	 1924	  FLORIXAN	        NA	      MEIER	        NA	 9	 1	2002	     0	  14.0

       279	   619	    2481	 2481	   HERMANN	        NA	    WINKLER	        NA	10	 7	1972		
       279	   619	    3991	 3991	   HERMANN	        NA	    WINKLER	        NA	10	 6	1972	     0	  13.9

       280	   618	    5721	 5721	   CHRISTA	        NA	   SCHUNERT	        NA	19	 4	1928		
       280	   618	    8741	 8741	   CHRISTA	        NA	   SCHUBERT	        NA	19	 4	1928	     0	  13.9

       281	   617	    5426	 5426	    INGRID	        NA	  SCHROESER	        NA	30	 9	1999		
       281	   617	    6310	 6310	    INGRID	        NA	  SCHROEDER	        NA	30	 9	1999	     0	  13.9

       282	   616	    1213	 1213	     ERICH	        NA	      HUBER	        NA	17	 1	1943		
       282	   616	    2003	 2003	     ERICH	        NA	      HUBER	        NA	77	 1	1943	     0	  13.9

       283	   615	    7289	 7289	    MONIKA	        NA	    MUELLER	        NA	15	11	1950		
       283	   615	    8338	 8338	    MONIKA	        NA	    MUELLEF	        NA	15	11	1950	     0	  13.9

       284	   614	      75	   75	  HERMAANN	        NA	    MUELLER	        NA	 2	10	1990		
       284	   614	    2377	 2377	   HERMANN	        NA	    MUELLER	        NA	 2	10	1990	     0	  13.9

       285	   613	    1816	 1816	  JOHANNES	        NA	    RICHTER	        NA	14	 7	1964		
       285	   613	    4624	 4624	  JOHANNES	        NA	    RICHTER	        NA	14	 7	1963	     0	  13.9

       286	   612	    5916	 5916	     HELGA	        NA	     FISCER	        NA	29	11	1939		
       286	   612	    6063	 6063	     HELGA	        NA	    FISCHER	        NA	29	11	1939	     0	  13.9

       287	   611	    6464	 6464	    SIGRID	        NA	      MEYER	        NA	10	 5	1954		
       287	   611	    7887	 7887	    SIGRID	        NA	      MEYER	        NA	10	 5	1966	     0	  13.8

       288	   610	     590	  590	      AXEL	        NA	      KLEIN	        NA	10	 9	1960		
       288	   610	     979	  979	     AXEML	        NA	      KLEIN	        NA	10	 9	1960	     0	  13.8

       289	   609	    1307	 1307	    RUDOLF	        NA	    LEHMANN	        NA	13	 3	1987		
       289	   609	    3542	 3542	   RUDORLF	        NA	    LEHMANN	        NA	13	 3	1987	     0	  13.8

       290	   608	    6570	 6570	 CHRISTINE	        NA	      STEIN	        NA	14	 9	1930		
       290	   608	    9426	 9426	 CHRISTINE	        NA	      STEIN	        NA	14	 4	1930	     0	  13.8

       291	   607	    5493	 5493	      ANJA	        NA	       VOGT	        NA	14	12	1986		
       291	   607	    7677	 7677	      ANJA	        NA	       VOGT	        NA	15	 9	1986	     0	  13.8

       292	   606	    5079	 5079	   IRMGARD	        NA	     BERGER	        NA	20	 5	1972		
       292	   606	    8159	 8159	   IRMGARD	        NA	     BERGER	        NA	20	 5	1956	     0	  13.8

       293	   605	    5738	 5738	    EDIMTH	        NA	    MUELLER	        NA	26	10	2007		
       293	   605	    7361	 7361	     EDITH	        NA	    MUELLER	        NA	26	10	2007	     0	  13.8

       294	   604	    2309	 2309	   NORBERT	        NA	     KAISER	        NA	11	 4	1939		
       294	   604	    2920	 2920	   NORBERT	        NA	     KAISER	        NA	11	 4	1934	     0	  13.8

       295	   603	    2825	 2825	     BERND	        NA	       WEBR	        NA	 6	11	1927		
       295	   603	    3171	 3171	     BERND	        NA	      WEBER	        NA	 6	11	1927	     0	  13.8

       296	   602	    5133	 5133	    MARTHA	        NA	    WINKLER	        NA	10	 9	1943		
       296	   602	    6689	 6689	   MARTHCA	        NA	    WINKLER	        NA	10	 9	1943	     0	  13.7

       297	   601	    5978	 5978	     GERDA	        NA	   ALBRECHT	        NA	17	 2	1956		
       297	   601	    7341	 7341	     GERDA	        NA	   ALBRECHT	        NA	18	 2	1956	     0	  13.7

       298	   600	    9256	 9256	    ANGELA	        NA	     SCHULZ	        NA	12	 4	1974		
       298	   600	    9332	 9332	    ANGELA	        NA	     SCHULZ	        NA	12	 4	1973	     0	  13.7

       299	   599	    5435	 5435	 CHRISTINA	        NA	  SCHNEIRER	        NA	17	 8	1961		
       299	   599	    8109	 8109	 CHRISTINA	        NA	  SCHNEIDER	        NA	17	 8	1961	     0	  13.7

       300	   598	    7742	 7742	  STEFANIE	        NA	       HAAS	        NA	17	 1	1982		
       300	   598	    9423	 9423	  STEFANIE	        NA	       HAAS	        NA	17	 2	1982	     0	  13.6

       301	   597	      99	   99	      RALF	        NA	      HUBER	        NA	13	10	1964		
       301	   597	    4314	 4314	      RALF	        NA	      HUBER	        NA	13	 9	1936	     0	  13.6

       302	   596	    3338	 3338	      DIRK	        NA	   HARTMANN	        NA	20	 4	1981		
       302	   596	    4308	 4308	      DIRK	        NA	   HARTMANN	        NA	20	 5	1981	     0	  13.5

       303	   595	    8240	 8240	     GERDA	        NA	     KELLER	        NA	16	 8	1947		
       303	   595	    9488	 9488	    GERIDA	        NA	     KELLER	        NA	16	 8	1947	     0	  13.5

       304	   594	    6521	 6521	 CHRISTINA	        NA	    NEUMSNN	        NA	25	11	1960		
       304	   594	    8361	 8361	 CHRISTINA	        NA	    NEUMANN	        NA	25	11	1960	     0	  13.5

       305	   593	    5557	 5557	     ERIKA	     ERIKA	    NEUMANN	        NA	 3	 7	1974		
       305	   593	    9315	 9315	     ERIKA	     ERIKA	    NEUMANN	        NA	 3	 7	1975	     0	  13.5

       306	   592	    1578	 1578	     BERND	        NA	      KUEHN	        NA	17	 9	2002		
       306	   592	    2468	 2468	     BERND	        NA	      KUEHN	        NA	18	 9	2002	     0	  13.5

       307	   591	    6556	 6556	  ELFRIEDE	        NA	     SCHULZ	        NA	21	 5	1989		
       307	   591	    7238	 7238	 ELFRIEDSE	        NA	     SCHULZ	        NA	21	 5	1989	     0	  13.5

       308	   590	    8649	 8649	   GERTRUD	        NA	       OTTO	        NA	10	 7	1939		
       308	   590	    9404	 9404	   GERTRUD	        NA	       OTTO	        NA	10	 3	1939	     0	  13.4

       309	   589	     284	  284	     HORST	   GERGARD	       KOCH	        NA	 6	 2	1957		
       309	   589	    2919	 2919	     HORST	   GERHARD	       KOCH	        NA	 6	 2	1957	     0	  13.4

       310	   588	     635	  635	      PAUL	        NA	      MAIER	        NA	11	 6	1947		
       310	   588	     657	  657	     PAUBL	        NA	      MAIER	        NA	11	 6	1947	     0	  13.4

       311	   587	    1736	 1736	  WOLFGANG	     BERND	      MAIER	        NA	 6	 2	1928		
       311	   587	    3204	 3204	 WOLFGASNG	     BERND	      MAIER	        NA	 6	 2	1928	     0	  13.4

       312	   586	    5442	 5442	   KERSTIN	        NA	      KLEIN	        NA	17	 4	1938		
       312	   586	    8062	 8062	   KERSTIN	        NA	      KLEIN	        NA	17	 3	1938	     0	  13.4

       313	   585	     679	  679	    HELMUT	        NA	     WINTER	        NA	15	 5	1979		
       313	   585	    3131	 3131	    HELMUT	        NA	     WINTER	        NA	14	 5	1986	     0	  13.3

       314	   584	    6615	 6615	    NICOLE	        NA	  FRIEDRICH	        NA	10	 8	1999		
       314	   584	    6839	 6839	    NICOLE	        NA	  FRIEDRICH	        NA	10	 9	1999	     0	  13.3

       315	   583	    5518	 5518	      INGE	        NA	       KOCH	        NA	21	 4	1936		
       315	   583	    7810	 7810	      INGE	        NA	       KOCH	        NA	21	10	1963	     0	  13.3

       316	   582	    7425	 7425	    ANDREA	   SUSANNE	      WEISS	        NA	26	 6	1944		
       316	   582	    9269	 9269	    ANDREA	   SUSANNE	      WEISS	        NA	26	 5	1944	     0	  13.3

       317	   581	    7596	 7596	   SUSANNE	        NA	    SCHAIDT	        NA	10	 8	1970		
       317	   581	    8716	 8716	   SUSANNE	        NA	    SCHMIDT	        NA	10	 8	1970	     0	  13.3

       318	   580	    5215	 5215	    BIRGIT	        NA	    SCHKIDT	        NA	14	 8	1955		
       318	   580	    7688	 7688	    BIRGIT	        NA	    SCHMIDT	        NA	14	 8	1955	     0	  13.3

       319	   579	     568	  568	   HERBERT	        NA	   SCHUBERT	        NA	22	10	1953		
       319	   579	     884	  884	   HERBERT	        NA	   SCHUBERT	        NA	22	10	1958	     0	  13.3

       320	   578	    2239	 2239	   MANFRED	   GERHARD	     WAGMER	        NA	 9	 3	1925		
       320	   578	    3495	 3495	   MANFRED	   GERHARD	     WAGNER	        NA	 9	 3	1925	     0	  13.3

       321	   577	    5784	 5784	 MARGARETE	        NA	    SCHWARZ	        NA	17	 4	1997		
       321	   577	    8082	 8082	 MARGARETE	        NA	    SCHWARZ	        NA	17	 3	1997	     0	  13.3

       322	   576	    3272	 3272	     KLAUS	        NA	      ERNST	        NA	12	 8	1963		
       322	   576	    3687	 3687	     KLAUS	        NA	      ERNST	        NA	12	 2	1964	     0	  13.3

       323	   138	    1951	 1951	    WALTER	        NA	     SCHMID	        NA	17	 3	1963		
       323	   138	    4264	 4264	    WALTER	        NA	     SCHMID	        NA	17	12	1958	     0	  13.3

       324	   574	    6534	 6534	     ERIKA	        NA	    SCHULTE	        NA	14	 9	1982		
       324	   574	    9764	 9764	     ERIKA	        NA	    SCHULTE	        NA	14	 8	1982	     0	  13.3

       325	   573	    6139	 6139	    SIGRID	        NA	      BAUER	        NA	 9	11	1951		
       325	   573	    9319	 9319	    SIGRID	        NA	      BAUER	        NA	 0	11	1951	     0	  13.2

       326	   572	    5363	 5363	   BAERBEL	        NA	     BERGER	        NA	22	 1	1973		
       326	   572	    8348	 8348	  BAERBFEL	        NA	     BERGER	        NA	22	 1	1973	     0	  13.2

       327	   571	     581	  581	      PAUL	        NA	    SCHMITZ	        NA	16	 2	1972		
       327	   571	    4056	 4056	     PAULG	        NA	    SCHMITZ	        NA	16	 2	1972	     0	  13.2

       328	   570	    3832	 3832	   MICHAEL	        NA	    MUELLOR	        NA	10	 9	2006		
       328	   570	    4822	 4822	   MICHAEL	        NA	    MUELLER	        NA	10	 9	2006	     0	  13.2

       329	   569	    3153	 3153	      HANS	        NA	     SCHILZ	        NA	17	 5	1980		
       329	   569	    3245	 3245	      HANS	        NA	     SCHULZ	        NA	17	 5	1980	     0	  13.2

       330	   568	     243	  243	    ROBERT	        NA	  SCHROEDER	        NA	64	12	2001		
       330	   568	    2541	 2541	    ROBERT	        NA	  SCHROEDER	        NA	14	12	2001	     0	  13.2

       331	   567	    2945	 2945	    MARTIN	        NA	       HAHN	        NA	30	 3	1943		
       331	   567	    3967	 3967	   MARTBIN	        NA	       HAHN	        NA	30	 3	1943	     0	  13.2

       332	   566	    2306	 2306	   HERBERT	        NA	   ALBRECHT	        NA	 8	12	1985		
       332	   566	    3265	 3265	   HERBERT	        NA	   ALBRECHT	        NA	15	12	1985	     0	  13.2

       333	   565	    6772	 6772	      ELKE	        NA	   SCHAEDER	        NA	25	 1	1949		
       333	   565	    8531	 8531	      ELKE	        NA	   SCHAEFER	        NA	25	 1	1949	     0	  13.2

       334	   564	    1494	 1494	    DIETER	        NA	      KUEHN	        NA	11	 9	1977		
       334	   564	    4919	 4919	   DIETEER	        NA	      KUEHN	        NA	11	 9	1977	     0	  13.2

       335	   563	    6834	 6834	   GERTRUD	        NA	    MUELOER	        NA	11	 7	1964		
       335	   563	    8567	 8567	   GERTRUD	        NA	    MUELLER	        NA	11	 7	1964	     0	  13.1

       336	   562	     946	  946	    DIETER	  WOLFGANG	      MEIER	        NA	20	 8	1959		
       336	   562	    3174	 3174	    DIETER	  WOLFGANG	      MEIER	        NA	21	 8	1959	     0	  13.1

       337	   561	    1708	 1708	   MANFRED	        NA	      WEISS	        NA	13	 7	1969		
       337	   561	    3393	 3393	   MANFRED	        NA	      WEISS	        NA	12	 7	1969	     0	  13.1

       338	   560	    8430	 8430	  BRIGITTE	        NA	     WINTER	        NA	16	 5	1983		
       338	   560	    9893	 9893	 BRIGIPTTE	        NA	     WINTER	        NA	16	 5	1983	     0	  13.1

       339	   559	    3012	 3012	     PETER	        NA	    HOFWANN	        NA	21	 3	1925		
       339	   559	    4004	 4004	     PETER	        NA	    HOFMANN	        NA	21	 3	1925	     0	  13.1

       340	   558	     751	  751	     KLAUS	        NA	     MARTIN	        NA	17	 1	1979		
       340	   558	    4702	 4702	     KLAUS	        NA	     MARTIN	        NA	17	 3	1979	     0	  13.1

       341	   557	    7674	 7674	   CHRISTA	    INGRID	   GUENTHER	        NA	 3	 4	1981		
       341	   557	    8980	 8980	   CHRISTA	    INGRID	   GUENTHER	        NA	 4	 4	1981	     0	  13.1

       342	   556	    2894	 2894	    HELMUT	        NA	   DIETRICH	        NA	11	 5	1971		
       342	   556	    4028	 4028	    HELMUT	        NA	  DIETRKICH	        NA	11	 5	1971	     0	  13.1

       343	   555	    7457	 7457	     DORIS	        NA	    MUELLER	        NA	10	 3	1951		
       343	   555	    9264	 9264	     DORIS	        NA	    MUELLER	        NA	10	12	1951	     0	  13.0

       344	   554	    3092	 3092	     HORST	        NA	   SCHUBERT	        NA	14	 4	1927		
       344	   554	    4225	 4225	     HORST	        NA	   SCHUBERT	        NA	14	 6	1995	     0	  13.0

       345	   553	    5893	 5893	     JUTTA	        NA	   SCHAEFER	        NA	21	 4	1977		
       345	   553	    9756	 9756	     JUTTA	        NA	   SCHAEFER	        NA	 1	 4	1966	     0	  13.0

       346	   552	      40	   40	    STEFAN	        NA	 SCHUMACHER	        NA	19	 5	1983		
       346	   552	    1771	 1771	   STELFAN	        NA	 SCHUMACHER	        NA	19	 5	1983	     0	  13.0

       347	   551	    3431	 3431	  WOLFGANG	        NA	     BRANDT	        NA	10	 3	1964		
       347	   551	    3564	 3564	  WOLFGANG	        NA	     BRANDT	        NA	10	 2	1964	     0	  13.0

       348	    54	    4280	 4280	      JENS	    MARTIN	    MUELLER	        NA	 3	 9	1942		
       348	    54	    4778	 4778	      JENS	    MARTIN	    MUELLER	        NA	31	 8	1942	     0	  13.0

       349	   549	    5558	 5558	    GISELA	        NA	     LUDWIG	        NA	18	 7	1961		
       349	   549	    9443	 9443	    GISELA	        NA	     LUDWIG	        NA	13	 7	1961	     0	  13.0

       350	   548	    1212	 1212	    HOLGER	        NA	     BERGER	        NA	 8	12	1997		
       350	   548	    2233	 2233	    HOLGER	        NA	     BERGER	        NA	 7	12	1997	     0	  13.0

       351	   547	    5024	 5024	CHRISTIANE	        NA	      LANGE	        NA	14	 5	1985		
       351	   547	    9238	 9238	   CHRISTA	        NA	      LANGE	        NA	14	 5	1934	     0	  12.9

       352	   546	    8024	 8024	  MARIANNE	        NA	     BECKER	        NA	12	 8	2000		
       352	   546	    8174	 8174	  MARIANNE	        NA	     BECKER	        NA	12	 4	2000	     0	  12.9

       353	   545	     730	  730	      KURT	        NA	    RICHTER	        NA	14	 7	1999		
       353	   545	    4619	 4619	      KURT	        NA	    RICHTER	        NA	15	 7	1999	     0	  12.9

       354	   544	    2549	 2549	   ANDREAS	        NA	      KUEHN	        NA	19	 5	1984		
       354	   544	    3215	 3215	   ANDREAS	        NA	      KUEHN	        NA	19	 5	1944	     0	  12.9

       355	   543	    3520	 3520	     ANDRE	        NA	     LORENZ	        NA	14	 8	1963		
       355	   543	    4751	 4751	   ANDREAS	        NA	     LORENZ	        NA	14	 8	1978	     0	  12.9

       356	   542	    7498	 7498	       UTE	        NA	       POHL	        NA	23	10	1939		
       356	   542	    9919	 9919	       UTE	        NA	       POHL	        NA	22	10	1939	     0	  12.9

       357	   541	    4221	 4221	  GUENTHER	        NA	     BRANDT	        NA	18	 3	1924		
       357	   541	    4558	 4558	  GUENTHER	        NA	     BRANDT	        NA	19	 3	1962	     0	  12.9

       358	   540	    5117	 5117	      ILSE	        NA	    KOEHLWR	        NA	28	11	1947		
       358	   540	    5350	 5350	      ILSE	        NA	    KOEHLER	        NA	28	11	1947	     0	  12.9

       359	   539	     688	  688	    DIETER	   HERMANN	    MUELLER	        NA	22	 7	1970		
       359	   539	    2814	 2814	    DIETER	   HERMANN	    MUELLER	        NA	23	 7	1970	     0	  12.9

       360	   538	     310	  310	     ANDRE	        NA	  SCHNEIDER	        NA	11	 4	1934		
       360	   538	    2650	 2650	     ANDRE	        NA	  SCHNEIDER	        NA	11	10	1938	     0	  12.9

       361	   537	    5457	 5457	    REGINA	        NA	    MUELLER	        NA	17	 4	1925		
       361	   537	    9969	 9969	    REGINA	        NA	    MUELLER	        NA	19	 4	1964	     0	  12.9

       362	   239	    7391	 7391	   BARBARA	        NA	    SCHMITT	        NA	31	 3	1965		
       362	   239	    7770	 7770	  BARBAGRA	        NA	    SCHMITT	        NA	31	 3	1965	     0	  12.9

       363	   535	    5076	 5076	   KATHRIN	        NA	 ZIMMERMANN	        NA	12	 1	1994		
       363	   535	    7244	 7244	   KATHRIN	        NA	 ZIMMERMANN	        NA	12	 2	1994	     0	  12.9

       364	   534	     391	  391	     MARIO	        NA	     KAISER	        NA	17	 9	2006		
       364	   534	    1447	 1447	     MARIO	        NA	     KAIAER	        NA	17	 9	2006	     0	  12.9

       365	   533	    1855	 1855	 CHRISTIAN	        NA	    MOELLER	        NA	11	 2	2002		
       365	   533	    3697	 3697	 CHRISTIAN	        NA	    MOELLER	        NA	11	 7	2002	     0	  12.8

       366	   532	    1189	 1189	       UWE	        NA	   DIETRICH	        NA	12	 6	1966		
       366	   532	    4145	 4145	       UWE	        NA	   DIETRICH	        NA	18	 6	1977	     0	  12.8

       367	   531	    5166	 5166	     ERIKA	        NA	      WEISS	        NA	15	 9	2007		
       367	   531	    8152	 8152	     ERIKA	        NA	      WEISS	        NA	14	 9	2007	     0	  12.8

       368	   530	     177	  177	  REINHARD	        NA	    MUELLER	        NA	11	 5	1997		
       368	   530	    3880	 3880	  REINHARD	        NA	    MUELLER	        NA	11	 4	1997	     0	  12.8

       369	   529	      44	   44	     PETER	        NA	       KUHN	        NA	20	 3	1981		
       369	   529	    2701	 2701	     PETER	        NA	       KUHN	        NA	20	 2	1981	     0	  12.8

       370	   528	    5504	 5504	   KERSTIN	        NA	  SCHNEIDER	        NA	 1	 2	1952		
       370	   528	    6450	 6450	   KERSTIN	        NA	  SCHNEIDER	        NA	 1	 2	1943	     0	  12.8

       371	   527	    1310	 1310	   CARSTEN	        NA	    SCHULTE	        NA	 4	12	1962		
       371	   527	    2443	 2443	   CARSTEN	        NA	    SCHULTE	        NA	29	12	1962	     0	  12.8

       372	   526	    5801	 5801	   IRMGARD	        NA	      WEBER	        NA	 1	 2	1970		
       372	   526	    9057	 9057	   IRMGARD	        NA	      WEBER	        NA	 1	 0	1970	     0	  12.8

       373	   525	    2075	 2075	   ANDREAS	        NA	     JAEGER	        NA	13	 7	1934		
       373	   525	    3579	 3579	   ANDREAS	        NA	     JAEGER	        NA	13	 7	1936	     0	  12.8

       374	   524	    5155	 5155	 CHRISTINA	        NA	    MUELOER	        NA	 5	11	1961		
       374	   524	    9580	 9580	 CHRISTINA	        NA	    MUELLER	        NA	 5	11	1961	     0	  12.8

       375	   523	    2988	 2988	       UWE	        NA	     SCHOLZ	        NA	11	10	1970		
       375	   523	    4349	 4349	       UWE	        NA	     SCHOLZ	        NA	11	11	1970	     0	  12.8

       376	   522	    5651	 5651	 ELISABETH	        NA	  SCHROEDER	        NA	15	 3	1959		
       376	   522	    9977	 9977	 ELISABETH	        NA	  SCHROEDER	        NA	15	 5	1959	     0	  12.8

       377	   521	    8540	 8540	    NICOLE	        NA	    SCHMITZ	        NA	14	 6	1931		
       377	   521	    8749	 8749	   NICOGLE	        NA	    SCHMITZ	        NA	14	 6	1931	     0	  12.8

       378	   520	    6097	 6097	    BIRGIT	        NA	      FUCHS	        NA	15	 4	1982		
       378	   520	    8723	 8723	    BIRGIT	        NA	      FUCHS	        NA	15	 4	1992	     0	  12.7

       379	   519	    1229	 1229	       JAN	        NA	       LANG	        NA	 7	11	1968		
       379	   519	    2174	 2174	       JAN	        NA	       LANG	        NA	 8	11	1968	     0	  12.7

       380	   518	     740	  740	       JAN	        NA	   HOFFMANN	        NA	20	 5	1924		
       380	   518	    2171	 2171	       JAN	        NA	   HOFFMANN	        NA	20	 6	1924	     0	  12.7

       381	   517	     952	  952	     KLAUS	        NA	       JUNG	        NA	30	 5	1975		
       381	   517	    2339	 2339	     KLAUS	        NA	       JUNG	        NA	30	 5	1965	     0	  12.7

       382	   516	    9127	 9127	   KATHRIN	        NA	      VOIGT	        NA	22	10	2006		
       382	   516	    9288	 9288	   KATHRIN	        NA	      VOIGT	        NA	22	10	2005	     0	  12.7

       383	   515	    1746	 1746	   MICHAEL	        NA	       LANG	        NA	18	 8	1953		
       383	   515	    4441	 4441	   MICHAEL	        NA	       LANG	        NA	18	 8	1952	     0	  12.7

       384	   514	    7030	 7030	 ELISABETH	        NA	       WOLF	        NA	15	10	1984		
       384	   514	    9553	 9553	 ELISABETH	        NA	       WOLF	        NA	17	 4	1984	     0	  12.7

       385	   513	    6529	 6529	      ELKE	        NA	      WEISS	        NA	30	 4	1978		
       385	   513	    9554	 9554	     ELDKE	        NA	      WEISS	        NA	30	 4	1978	     0	  12.7

       386	   512	    7356	 7356	     HELGA	        NA	      SAUER	        NA	13	 2	1958		
       386	   512	    8247	 8247	    HELGAO	        NA	      SAUER	        NA	13	 2	1958	     0	  12.7

       387	   511	      55	   55	     FRANK	        NA	     PETERS	        NA	 1	 7	1990		
       387	   511	    2980	 2980	     FRANK	        NA	     PETERS	        NA	 1	 6	1990	     0	  12.7

       388	   510	    1385	 1385	  THORSTEN	        NA	     SEIDEL	        NA	 3	10	1965		
       388	   510	    3305	 3305	  THORSTEN	        NA	     SEIDEL	        NA	 3	10	1969	     0	  12.7

       389	   509	     881	  881	     PETER	        NA	   SCHUBERT	        NA	20	 8	1957		
       389	   509	     886	  886	     PETER	        NA	   SCHUBERT	        NA	20	 8	1967	     0	  12.7

       390	   508	    3840	 3840	    WERNER	        NA	     BECKDR	        NA	15	 3	1939		
       390	   508	    4684	 4684	    WERNER	        NA	     BECKER	        NA	15	 3	1939	     0	  12.7

       391	   507	    2253	 2253	      PAUL	     FRANK	    MUELLER	        NA	 2	 7	1981		
       391	   507	    3764	 3764	      PAUL	     FRANK	    MUELLER	        NA	 9	 7	1981	     0	  12.7

       392	   506	    5546	 5546	   CLAUDIA	        NA	    SCHMITZ	        NA	18	 9	1929		
       392	   506	    6596	 6596	   CLAUDIA	        NA	    SCHMITZ	        NA	17	 9	1942	     0	  12.6

       393	   505	    2316	 2316	    RAINER	        NA	    RICHTER	        NA	16	 4	1977		
       393	   505	    4611	 4611	    RAINER	        NA	    RICHTER	        NA	16	 4	1965	     0	  12.6

       394	   504	    6589	 6589	      ELKE	        NA	      LANGE	        NA	19	 9	1972		
       394	   504	    8435	 8435	      ELKE	        NA	      LANGE	        NA	19	 4	1996	     0	  12.6

       395	   503	    6342	 6342	     KARIN	        NA	   SCHUBERT	        NA	16	 2	1924		
       395	   503	    6363	 6363	     KARIN	        NA	   SCHUBERT	        NA	16	 9	1975	     0	  12.6

       396	   502	    3292	 3292	      HANS	    STEFAN	    RICHTER	        NA	 7	 7	1966		
       396	   502	    4095	 4095	      HANS	    STEFAN	    RICHTER	        NA	 7	 4	1966	     0	  12.6

